weight_g,fsr_value,tof_distance_mm
0.0,1339.0,22.0
0.0,1342.0,21.0
0.0,1338.0,22.0
0.0,1335.0,22.0
0.0,1335.0,23.0
0.0,1334.0,23.0
0.0,1327.0,23.0
0.0,1334.0,23.0
0.0,1334.0,23.0
0.0,1326.0,23.0
50.0,1757.0,36.0
50.0,1755.0,36.0
50.0,1755.0,34.0
50.0,1754.0,35.0
50.0,1754.0,34.0
50.0,1727.0,35.0
50.0,1728.0,36.0
50.0,1726.0,34.0
50.0,1727.0,31.0
50.0,1726.0,33.0
100.0,1840.0,50.0
100.0,1840.0,51.0
100.0,1848.0,49.0
100.0,1838.0,47.0
100.0,1846.0,46.0
